#,Title,Category,Language,Channel,Published,Status,Format,URL
19,STATISTICS: Lesson on Discrete vs. Continuous | Numberbender,Statistics,Filipino,Numberbender (Main),2026-04-24,unique,,https://www.youtube.com/watch?v=4EtREeEnbKE
20,"PRE-CALCULUS: Lesson on Multiplying Matrices, Part 2 | Numberbender",Calculus,Filipino,Numberbender (Main),2026-04-23,unique,,https://www.youtube.com/watch?v=jLP133j-8w0
21,"PRE-CALCULUS: Lesson on Multiplying Matrices, Part 1 | Numberbender",Calculus,Filipino,Numberbender (Main),2026-04-22,duplicate,,https://www.youtube.com/watch?v=O2cIaIYuf2Y
22,PRE-CALCULUS: Lesson on Method of Induction | Numberbender,Calculus,Filipino,Numberbender (Main),2026-04-21,unique,,https://www.youtube.com/watch?v=L1UkQ1VaSt8
23,PRE-CALCULUS: Lesson on Matrix Row Operation | Numberbender,Calculus,Filipino,Numberbender (Main),2026-04-20,unique,,https://www.youtube.com/watch?v=n1iO_NXXTdQ
24,PRE-CALCULUS: Lesson on Matrix Operations | Numberbender,Calculus,Filipino,Numberbender (Main),2026-04-17,unique,,https://www.youtube.com/watch?v=BXjRaD9lgrs
25,PRE-CALCULUS: Lesson on Matrix Back Substitution | Numberbender,Calculus,Filipino,Numberbender (Main),2026-04-16,unique,,https://www.youtube.com/watch?v=pbYYkrOq0co
26,"PRE-CALCULUS: Lesson on Intro to Matrix, Part 2 | Numberbender",Calculus,Filipino,Numberbender (Main),2026-04-15,unique,,https://www.youtube.com/watch?v=jbtiAD7zN_s
27,"PRE-CALCULUS: Lesson on Intro to Matrix, Part 1 | Numberbender",Calculus,Filipino,Numberbender (Main),2026-04-14,unique,,https://www.youtube.com/watch?v=BPY00lrtlUI
28,PRE-CALCULUS: Lesson on Cramer's Rule 3x3 | Numberbender,Calculus,Filipino,Numberbender (Main),2026-04-13,unique,,https://www.youtube.com/watch?v=Pg-uhTZeHY8
29,PRE-CALCULUS: Lesson on Cramer's Rule 2x2 | Numberbender,Calculus,Filipino,Numberbender (Main),2026-04-10,unique,,https://www.youtube.com/watch?v=7PccsWO1RnA
30,PRE-CALCULUS: Lesson on Conic Standard to General Form | Numberbender,Calculus,Filipino,Numberbender (Main),2026-04-09,unique,,https://www.youtube.com/watch?v=7t_hKZm1aB8
31,Episode 5 | Zoom → Studio Workflow,General / Other,English,Numberbender (Main),2026-04-08,unique,horizontal,https://www.youtube.com/watch?v=m-NcSqXCI18
32,Episode 5 | Zoom → Studio Workflow,General / Other,English,Numberbender (Main),2026-04-08,duplicate,vertical,https://www.youtube.com/watch?v=BbzayGgc1Ag
33,Episode 4 | Build Trust on Zoom,General / Other,English,Numberbender (Main),2026-04-07,unique,horizontal,https://www.youtube.com/watch?v=q3OHN_TafqU
34,Episode 4 | Build Trust on Zoom,General / Other,English,Numberbender (Main),2026-04-07,duplicate,vertical,https://www.youtube.com/watch?v=kln4dMA43-4
35,Episode 3 | Make Thinking Visible,General / Other,English,Numberbender (Main),2026-04-06,unique,horizontal,https://www.youtube.com/watch?v=HxuU4XjEQhA
36,Episode 3 | Make Thinking Visible,General / Other,English,Numberbender (Main),2026-04-06,duplicate,vertical,https://www.youtube.com/watch?v=9SLA6G9l1qU
37,Episode 2 | The 3-Layer Rule,General / Other,English,Numberbender (Main),2026-04-03,unique,horizontal,https://www.youtube.com/watch?v=ogOovsCMRVM
38,Episode 2 | The 3-Layer Rule,General / Other,English,Numberbender (Main),2026-04-03,duplicate,vertical,https://www.youtube.com/watch?v=52TBV0og3nw
39,Episode 1 | Why Your Zoom Feels Boring (And It’s Not You),General / Other,English,Numberbender (Main),2026-04-02,unique,horizontal,https://www.youtube.com/watch?v=f27lqgAJoDE
40,Episode 1 | Why Your Zoom Feels Boring (And It’s Not You),General / Other,English,Numberbender (Main),2026-04-02,duplicate,vertical,https://www.youtube.com/watch?v=E9s2fZvjuEY
41,Teach It Like You Stream It (TILYSI) — Starts Now,Precalculus,English,Numberbender (Main),2026-04-01,unique,horizontal,https://www.youtube.com/watch?v=shga-t5E0NQ
42,Teach It Like You Stream It (TILYSI) — Starts Now,Precalculus,English,Numberbender (Main),2026-04-01,duplicate,vertical,https://www.youtube.com/watch?v=5WLu5kFdthQ
43,"PRE-CALCULUS: Lesson on Parabola by Dr. E, Part 2 | Numberbender",Calculus,Filipino,Numberbender (Main),2026-03-31,unique,,https://www.youtube.com/watch?v=GwfVTmV6CC8
44,"PRE-CALCULUS: Lesson on Parabola by Dr. E, Part 1 | Numberbender",Calculus,Filipino,Numberbender (Main),2026-03-30,unique,,https://www.youtube.com/watch?v=gVgS9ap17k4
45,PRE-CALCULUS: Lesson on Hyperbola by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-03-27,unique,,https://www.youtube.com/watch?v=g8b3BALWQVs
46,"PRE-CALCULUS: Lesson on Conic Ellipse by Dr. E, Part 2 | Numberbender",Calculus,Filipino,Numberbender (Main),2026-03-26,unique,,https://www.youtube.com/watch?v=zlAnIjSrmJs
47,"PRE-CALCULUS: Lesson on Conic Ellipse by Dr. E, Part 1 | Numberbender",Calculus,Filipino,Numberbender (Main),2026-03-25,duplicate,,https://www.youtube.com/watch?v=l6d0maiPglY
48,PRE-CALCULUS: Lesson on Conic Circle by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-03-24,unique,,https://www.youtube.com/watch?v=j2ch7QC0xcg
49,PRE-CALCULUS: Lesson on Calculating Inverse of a Matrix by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-03-23,unique,,https://www.youtube.com/watch?v=WEQW3aYzzIw
50,PRE-CALCULUS: Lesson on Binomial Theorem Pascal by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-03-20,unique,,https://www.youtube.com/watch?v=hEtkri1Htqw
51,ALGEBRA: Lesson on Plotting Points and Modeling by Dr. E | Numberbender,Statistics,Filipino,Numberbender (Main),2026-03-19,unique,,https://www.youtube.com/watch?v=BES-zmsD4B4
52,CALCULUS: Lesson on Solving Optimization Problems by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-03-18,unique,,https://www.youtube.com/watch?v=fftsPo2Lowg
53,CALCULUS: Lesson on Second Derivative Test by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-03-17,unique,,https://www.youtube.com/watch?v=tQrCjfep_sE
54,"CALCULUS: Lesson on Riemann Sums Displacement by Dr. E, Part 2 | Numberbender",Calculus,Filipino,Numberbender (Main),2026-03-16,unique,,https://www.youtube.com/watch?v=saKWdLjAxPc
55,"CALCULUS: Lesson on Riemann Sums Displacement by Dr. E, Part 1 | Numberbender",Calculus,Filipino,Numberbender (Main),2026-03-13,duplicate,,https://www.youtube.com/watch?v=NiZOafquwQs
56,CALCULUS: Lesson on Quotient Rule by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-03-12,unique,,https://www.youtube.com/watch?v=CNDy_JcotE8
57,CALCULUS: Lesson on Product Rule by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-03-11,unique,,https://www.youtube.com/watch?v=ShQ_DmfQJT8
58,CALCULUS: Lesson on Power and Constant Rule by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-03-10,unique,,https://www.youtube.com/watch?v=yp8dCdUuejc
59,CALCULUS: Lesson on Open Topped Box by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-03-09,unique,,https://www.youtube.com/watch?v=uo94ZIp9LGA
60,CALCULUS: Lesson on Integration Application Net Change by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-03-06,unique,,https://www.youtube.com/watch?v=gdAT2lY5QYs
61,"CALCULUS: Lesson on Implicit Differentiation by Dr. E, Part 3 | Numberbender",Calculus,Filipino,Numberbender (Main),2026-03-05,unique,,https://www.youtube.com/watch?v=4DSuaWDw6G8
62,"CALCULUS: Lesson on Implicit Differentiation by Dr. E, Part 2 | Numberbender",Calculus,Filipino,Numberbender (Main),2026-03-04,duplicate,,https://www.youtube.com/watch?v=3MuEMcPxzuk
63,"CALCULUS: Lesson on Implicit Differentiation by Dr. E, Part 1 | Numberbender",Calculus,Filipino,Numberbender (Main),2026-03-03,duplicate,,https://www.youtube.com/watch?v=uJ4WT6fGPKM
64,"CALCULUS: Lesson on First Derivative, Part 2 by Dr. E | Numberbender",Calculus,Filipino,Numberbender (Main),2026-03-02,unique,,https://www.youtube.com/watch?v=gwbRZlS-Z-g
65,"CALCULUS: Lesson on First Derivative, Part 1 by Dr. E | Numberbender",Calculus,Filipino,Numberbender (Main),2026-02-27,unique,,https://www.youtube.com/watch?v=5FYmHQD3zOg
66,CALCULUS: Lesson on Rules Table Form by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-02-26,unique,,https://www.youtube.com/watch?v=87JX5wI3QHQ
67,CALCULUS: Lesson on Definition of Derivative by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-02-25,unique,,https://www.youtube.com/watch?v=8tMj0QBj7vw
68,CALCULUS: Lesson on Definite Integral by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-02-24,unique,,https://www.youtube.com/watch?v=ThcyblCj0iY
69,CALCULUS: Lesson on Chain Rule by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-02-23,unique,,https://www.youtube.com/watch?v=5ndPksY9f8E
70,"CALCULUS: Lesson on Antiderivative, Part 2 by Dr. E | Numberbender",Calculus,Filipino,Numberbender (Main),2026-02-20,unique,,https://www.youtube.com/watch?v=kziJNrKkXLw
71,"CALCULUS: Lesson on Antiderivative, Part 1 by Dr. E | Numberbender",Calculus,Filipino,Numberbender (Main),2026-02-19,unique,,https://www.youtube.com/watch?v=Pva6ESmMZIU
72,CALCULUS: Lesson on 1st and 2nd Derivative Test by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-02-18,unique,,https://www.youtube.com/watch?v=jX2Vyrt1niA
73,CALCULUS: Lesson on Trig Rules Derivatives by Dr. E | Numberbende,Calculus,Filipino,Numberbender (Main),2026-02-17,unique,,https://www.youtube.com/watch?v=FECJsMSQFCI
74,ALGEBRA: Lesson on XY Intercepts by Dr. E | Numberbender,Algebra,Filipino,Numberbender (Main),2026-02-16,unique,,https://www.youtube.com/watch?v=f0nUVLoCkUE
75,Teach It Like You Stream It: Make Zoom Classes Engaging (Fast!),General / Other,English,Numberbender (Main),2026-02-16,unique,,https://www.youtube.com/watch?v=uA3BwLjD7tU
76,ALGEBRA: Lesson on Writing Equation of a Line Given 2 Points by Dr. E | Numberbender,Statistics,Filipino,Numberbender (Main),2026-02-13,unique,,https://www.youtube.com/watch?v=8_mGWRpK5wQ
77,ALGEBRA: Lesson on Vector Dot Product by Dr. E | Numberbender,Statistics,Filipino,Numberbender (Main),2026-02-12,unique,,https://www.youtube.com/watch?v=vIONC-rZ9L4
78,ALGEBRA: Lesson on Summation Notation by Dr. E | Numberbender,Algebra,Filipino,Numberbender (Main),2026-02-11,unique,,https://www.youtube.com/watch?v=5Kn5JuzpwgY
79,ALGEBRA: Lesson on Solving Systems by Graphing by Dr. E | Numberbender,Algebra,Filipino,Numberbender (Main),2026-02-10,unique,,https://www.youtube.com/watch?v=EKLF78hXD5A
80,ALGEBRA: Lesson on Solving Parallel and Perpendicular Lines by Dr. E | Numberbender,Algebra,Filipino,Numberbender (Main),2026-02-09,unique,,https://www.youtube.com/watch?v=eNTA8HHNWjU
81,"ALGEBRA: Lesson on Solving Linear Equations, Part 2 by Dr. E | Numberbender",Algebra,Filipino,Numberbender (Main),2026-02-06,unique,,https://www.youtube.com/watch?v=DNzB3Psf19E
82,"ALGEBRA: Lesson on Solving Linear Equations, Part 1 by Dr. E | Numberbender",Algebra,Filipino,Numberbender (Main),2026-02-05,duplicate,,https://www.youtube.com/watch?v=o4YEIeFsO84
83,ALGEBRA: Lesson on Solving Compound Inequality by Dr. E | Numberbender,Statistics,Filipino,Numberbender (Main),2026-02-04,unique,,https://www.youtube.com/watch?v=BCol3AmQvzI
84,ALGEBRA: Lesson on Solving Graphic Inequalities by Dr. E | Numberbender,Algebra,Filipino,Numberbender (Main),2026-02-03,unique,,https://www.youtube.com/watch?v=i846rU9K8Fc
85,ALGEBRA: Lesson on Solving Algebraic Expressions by Dr. E | Numberbender,Statistics,Filipino,Numberbender (Main),2026-02-02,unique,,https://www.youtube.com/watch?v=IGTgGQqNDdQ
86,"ALGEBRA: Lesson on Slope Intercept Form by Dr. E, Part 2 | Numberbender",Statistics,Filipino,Numberbender (Main),2026-01-30,unique,,https://www.youtube.com/watch?v=L8MnKR9o1O8
87,"ALGEBRA: Lesson on Slope Intercept Form by Dr. E, Part 1 | Numberbender",Statistics,Filipino,Numberbender (Main),2026-01-29,duplicate,,https://www.youtube.com/watch?v=ODYpQMnsDGs
88,ALGEBRA: Lesson on Slope given 2 points by Dr. E | Numberbender,Statistics,Filipino,Numberbender (Main),2026-01-28,unique,,https://www.youtube.com/watch?v=65_ZPE1aIAQ
89,ALGEBRA: Lesson on Sequences and Series by Dr. E | Numberbender,Algebra,Filipino,Numberbender (Main),2026-01-27,unique,,https://www.youtube.com/watch?v=-Xoyl0feXus
90,"ALGEBRA: Lesson on Ratio and Proportion by Dr. E, Part 2 | Numberbender",Algebra,Filipino,Numberbender (Main),2026-01-26,unique,,https://www.youtube.com/watch?v=xohupyCGxRo
91,ALGEBRA: Lesson on Order of Operations by Dr. E | Numberbender,Algebra,Filipino,Numberbender (Main),2026-01-19,unique,,https://www.youtube.com/watch?v=Apzjg_Y0_SQ
92,ALGEBRA: Lesson on Midpoint Formula by Dr. E | Numberbender,Algebra,Filipino,Numberbender (Main),2026-01-16,unique,,https://www.youtube.com/watch?v=dHGY7TKe9wk
93,"ALGEBRA: Lesson on Ratio and Proportion by Dr. E, Part 1 | Numberbender",Algebra,Filipino,Numberbender (Main),2026-01-16,duplicate,,https://www.youtube.com/watch?v=6KeAxvhO6cg
94,"ALGEBRA: Lesson on Point Slope Form by Dr. E, Part 2 | Numberbender",Algebra,Filipino,Numberbender (Main),2026-01-15,unique,,https://www.youtube.com/watch?v=z5pOeB4QYhg
95,ALGEBRA: Lesson on Linear Systems by Substitutions by Dr. E | Numberbender,Algebra,Filipino,Numberbender (Main),2026-01-15,unique,,https://www.youtube.com/watch?v=J3URwIpi3bg
96,ALGEBRA: Lesson on Geometric Sequence by Dr. E | Numberbender,Statistics,Filipino,Numberbender (Main),2026-01-14,unique,,https://www.youtube.com/watch?v=xt-DXckc-Nc
97,"ALGEBRA: Lesson on Point Slope Form by Dr. E, Part 1 | Numberbender",Algebra,Filipino,Numberbender (Main),2026-01-14,unique,,https://www.youtube.com/watch?v=LG2Z2IyEak8
98,ALGEBRA: Lesson on Permutation by Dr. E | Numberbender,Algebra,Filipino,Numberbender (Main),2026-01-13,unique,,https://www.youtube.com/watch?v=VGMuMi1F28M
99,"ALGEBRA: Lesson on Factoring Quadratics by Dr. E, Part 2 | Numberbender",Algebra,Filipino,Numberbender (Main),2026-01-13,unique,,https://www.youtube.com/watch?v=5_udGw4NYx4
100,"ALGEBRA: Lesson on Factoring Quadratics by Dr. E, Part 1 | Numberbender",Algebra,Filipino,Numberbender (Main),2026-01-12,duplicate,,https://www.youtube.com/watch?v=GHB4CBpwHO4
101,ALGEBRA: Lesson on Factorials by Dr. E | Numberbender,Statistics,Filipino,Numberbender (Main),2026-01-09,unique,,https://www.youtube.com/watch?v=HK2F1EyeBLg
102,ALGEBRA: Lesson on Describing Domain and Range by Dr. E | Numberbender,Calculus,Filipino,Numberbender (Main),2026-01-08,unique,,https://www.youtube.com/watch?v=A8MStPOoK8A
103,ALGEBRA: Lesson on Combination by Dr. E | Numberbender,Statistics,Filipino,Numberbender (Main),2026-01-07,unique,,https://www.youtube.com/watch?v=kBIh7mz1FhA
104,ALGEBRA: Lesson on Calculating Slope by Dr. E | Numberbender,Algebra,Filipino,Numberbender (Main),2026-01-06,unique,,https://www.youtube.com/watch?v=KJM39xGS2EA
105,ALGEBRA: Lesson on Arithmetic Sequence by. Dr. E | Numberbender,Algebra,Filipino,Numberbender (Main),2026-01-05,unique,,https://www.youtube.com/watch?v=MkvTfb_Yzu0
106,Discrete vs Continuous Variables — What’s the difference?,Statistics,English,Numberbender (Main),2025-08-19,unique,,https://www.youtube.com/watch?v=KLw_tP5UBM8
107,How to Construct a Truth Table for Conjunction & Disjunction,Discrete Math,English,Numberbender (Main),2025-02-12,unique,,https://www.youtube.com/watch?v=R0yRgisKU3E
108,PAANO GUMALING SA MATH (part 5),General / Other,Filipino,Numberbender (Main),2025-02-07,unique,,https://www.youtube.com/watch?v=hgYWsWs2i8w
109,PAANO GUMALING SA MATH (part 4),General / Other,Filipino,Numberbender (Main),2025-02-06,unique,,https://www.youtube.com/watch?v=iGZcIYbizD4
110,PAANO GUMALING SA MATH (part 3),General / Other,Filipino,Numberbender (Main),2025-02-05,unique,,https://www.youtube.com/watch?v=Cvy-udAc0ZE
111,PAANO GUMALING SA MATH (part 2),General / Other,Filipino,Numberbender (Main),2025-02-04,unique,,https://www.youtube.com/watch?v=Qz_G1-4WRdA
112,PAANO GUMALING SA MATH (part 1),General / Other,Filipino,Numberbender (Main),2025-02-03,unique,,https://www.youtube.com/watch?v=b-afaVCJ0so
113,"TEST BROADCAST for Kumu Live, Friday, Feb 5",Algebra,English,Numberbender (Main),2025-01-07,unique,,https://www.youtube.com/watch?v=Yh991CFxTlg
114,test,General / Other,English,Numberbender (Main),2025-01-07,unique,horizontal,https://www.youtube.com/watch?v=js94VhTfbYI
115,"REHEARSAL for Kumu LIve Jan 12th, Fri",General / Other,English,Numberbender (Main),2025-01-07,unique,,https://www.youtube.com/watch?v=lF3z7aplJxc
116,test,General / Other,English,Numberbender (Main),2025-01-07,duplicate,vertical,https://www.youtube.com/watch?v=mByQwql-UNw
117,REHEARSAL for our Monday Morning Livestream,General / Other,English,Numberbender (Main),2025-01-07,unique,,https://www.youtube.com/watch?v=wJF8op1eeFc
118,Practice Time for Monday 10:30am Live Broadcast 5/3/21,General / Other,English,Numberbender (Main),2025-01-07,unique,,https://www.youtube.com/watch?v=JeI7eN6cXUo
119,Practice Broadcast  for May 10th LIVE,General / Other,English,Numberbender (Main),2025-01-07,unique,,https://www.youtube.com/watch?v=LJyd4636Mh4
120,test audio 3,General / Other,English,Numberbender (Main),2025-01-07,unique,,https://www.youtube.com/watch?v=MNQcl99J1hU
121,REHEARSAL Imaginary Numbers Kumu LIVE Friday,General / Other,English,Numberbender (Main),2025-01-07,unique,,https://www.youtube.com/watch?v=Q8Xw-CrnPPg
122,testing ecamm soundeeffects,General / Other,English,Numberbender (Main),2025-01-07,unique,,https://www.youtube.com/watch?v=XF9jV-Oompk
123,REHEARSAL for Feb 26th LS,General / Other,English,Numberbender (Main),2025-01-07,unique,,https://www.youtube.com/watch?v=YbgGOMIW1Wc
124,test mic,General / Other,English,Numberbender (Main),2025-01-07,unique,,https://www.youtube.com/watch?v=0r5t4ndLnIw
125,PRACTICE stream for tomorrow,General / Other,English,Numberbender (Main),2025-01-07,unique,,https://www.youtube.com/watch?v=2ruCoHPfM2U
126,REHEARSAL for June 21st LIVE,General / Other,English,Numberbender (Main),2025-01-07,unique,,https://www.youtube.com/watch?v=3uQ3J7hObRQ
127,test audip part 2,General / Other,English,Numberbender (Main),2025-01-07,unique,,https://www.youtube.com/watch?v=CXJICZPBsVI
128,PRACTICE for MONDAY LIVE | Finding your complicated X,General / Other,English,Numberbender (Main),2025-01-07,unique,,https://www.youtube.com/watch?v=FjFjKwRyEw8
129,How to Solve Word Problems on Right Triangles Using SOH CAH TOA | Math in a Minute,Statistics,English,Numberbender (Main),2024-12-05,unique,,https://www.youtube.com/watch?v=4ZXaMi1DRPA
130,How to Solve Word Problems Using SOH CAH TOA | Math in a Minute,Trigonometry,English,Numberbender (Main),2024-12-03,unique,,https://www.youtube.com/watch?v=JHz4BgfiUqw
131,How to Find the Six Trigonometric Ratios Using SOH CAH TOA | Math in a Minute,Trigonometry,English,Numberbender (Main),2024-12-02,unique,,https://www.youtube.com/watch?v=DiU1I5GKouw
132,How to Solve Inscribed Right Triangles and Missing Segments Using SOH CAH TOA | Math in a Minute,Trigonometry,English,Numberbender (Main),2024-11-28,unique,,https://www.youtube.com/watch?v=lLVOMhieCJY
133,How to Use Math Notes on iPad to Solve a Missing Side with Cosine Formula | Math in a Minute,Trigonometry,English,Numberbender (Main),2024-11-27,unique,,https://www.youtube.com/watch?v=ZrUeLlJ9wL4
134,How to Use Math Notes on iPad to Solve a Triangle with SOH CAH TOA | Math in a Minute,Trigonometry,English,Numberbender (Main),2024-11-26,unique,,https://www.youtube.com/watch?v=LkLRe_IA6HY
135,How to Solve for a Missing Side of a Right Triangle Using the iPad Math Notes | Math in a Minute,Trigonometry,English,Numberbender (Main),2024-11-25,unique,,https://www.youtube.com/watch?v=rLCe--VkFOc
136,How to Prove Trigonometric Identities by Modifying Both Sides | Math in a Minute,Calculus,English,Numberbender (Main),2024-11-21,unique,,https://www.youtube.com/watch?v=ut0DL7fS_i4
137,How to Prove Trigonometric Identities Using Reciprocal and Pythagorean Identities | Math in a Minute,Algebra,English,Numberbender (Main),2024-11-20,unique,,https://www.youtube.com/watch?v=WB3RgMCGhM8
138,How to Prove Trigonometric Identities Using the Pythagorean Identity | Math in a Minute,Algebra,English,Numberbender (Main),2024-11-19,unique,,https://www.youtube.com/watch?v=lQDYrewor6g
139,How to Prove Trigonometric Identities with Sine and Cosine | Math in a Minute,Statistics,English,Numberbender (Main),2024-11-18,unique,,https://www.youtube.com/watch?v=PMnV1kIefSw
140,How to Solve Limits from a Graph & Understand Functions | Math in a Minute,Calculus,English,Numberbender (Main),2024-11-14,unique,,https://www.youtube.com/watch?v=H5EK5iilYu4
141,Numberbender FREE Online Calculus Course,Calculus,English,Numberbender (Main),2024-11-14,unique,,https://www.youtube.com/watch?v=LSTP4k8DJ4c
142,How to Solve Limits Graphically | Math in a Minute,Calculus,English,Numberbender (Main),2024-11-13,unique,,https://www.youtube.com/watch?v=I-7W46--7Xs
143,How to Solve Limits by Simplifying Complex Fractions | Math in a Minute,Calculus,English,Numberbender (Main),2024-11-12,unique,,https://www.youtube.com/watch?v=AmWsnA2ShQ4
144,How to Solve Limits Using the Conjugate of a Radical Expression | Math in a Minute,Calculus,English,Numberbender (Main),2024-11-11,unique,,https://www.youtube.com/watch?v=MKn5CG0Ws_s
145,How to Solve Limits Using Graphing & Analytical Techniques | Math in a Minute,Calculus,English,Numberbender (Main),2024-11-07,unique,,https://www.youtube.com/watch?v=wRnG48n1lBc
146,How to Solve Limits by Direct Substitution and Factoring | Math in a Minute,Calculus,English,Numberbender (Main),2024-11-06,unique,,https://www.youtube.com/watch?v=k-wUK29Ct_o
147,Simplifying Fractions with Exponents and the Change of Base Formula | Math in a Minute,Calculus,English,Numberbender (Main),2024-11-05,unique,,https://www.youtube.com/watch?v=mx0UqbjJzCE
148,How to Simplify Fractions Using the Law of Exponents | Math in a Minute,Calculus,English,Numberbender (Main),2024-11-04,unique,,https://www.youtube.com/watch?v=Cduu_d_g1nI
149,How to Find the Derivative of Inverse Trigonometric Functions | Math in a Minute,Calculus,English,Numberbender (Main),2024-11-01,unique,,https://www.youtube.com/watch?v=imTwrpIny50
150,How to Perform Implicit Differentiation with Trigonometric Functions | Math in a Minute,Calculus,English,Numberbender (Main),2024-10-31,unique,,https://www.youtube.com/watch?v=T3tMTYQcBj4
151,How to Find the Derivative of the Tangent Function Using the Chain Rule | Math in a Minute,Calculus,English,Numberbender (Main),2024-10-30,unique,,https://www.youtube.com/watch?v=zc7s9TudZJI
152,How to Find the Derivative of a Constant Raised to a Function | Math in a Minute,Calculus,English,Numberbender (Main),2024-10-29,unique,,https://www.youtube.com/watch?v=ELEIjDVLvQo
153,SPARKS 2024 - Leveraging Social Media and Mixed Reality,Calculus,Filipino,Numberbender (Main),2024-10-22,unique,,https://www.youtube.com/watch?v=xm0R0CDGPuA
154,How to Solve for the Linearization of a Function | Math in a Minute,Calculus,English,Numberbender (Main),2024-10-08,unique,,https://www.youtube.com/watch?v=NYM1P-t9KdM
155,How to Use L'Hopital's Rule for Indeterminate Limits | Math in a Minute,Calculus,English,Numberbender (Main),2024-10-07,unique,,https://www.youtube.com/watch?v=jmNzLMeMQcs
156,How to Find Higher-Order Derivatives | Math in a Minute,Calculus,English,Numberbender (Main),2024-10-04,unique,,https://www.youtube.com/watch?v=gaoZBttxNB8
